"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assets/FBXs/Onion/Material.Material","0","39","39","1","21.252985","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","128","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_WhiteMaterial.OculusMR_WhiteMaterial","0","0","10","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","0","0","10","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey_Lit.OculusMR_ChromaKey_Lit","0","0","31","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Game/Assets/Textures/prep_station_Mat.prep_station_Mat","0","15","15","1","9.811123","0","0"
"/Game/Assets/Textures/twin_celling_light_Mat.twin_celling_light_Mat","0","15","15","1","8.885406","0","0"
"/Game/Assets/Textures/phong1.phong1","0","15","15","1","9.937654","0","0"
"/Game/Assets/FBXs/DinerLady/LadyMat.LadyMat","0","39","39","1","25.243832","0","0"
"/Game/Assets/3DModels/initialShadingGroup.initialShadingGroup","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube9Mat.pCube9Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube11Mat.pCube11Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/dinning_chair_Mat.dinning_chair_Mat","0","24","24","1","17.817760","0","0"
"/Game/Assets/Textures/Dinning_table_Mat.Dinning_table_Mat","0","15","15","1","10.174465","0","0"
"/Game/Assets/Textures/Wok_map_Mat.Wok_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/WallMats/GreyFloor.GreyFloor","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/QuartMat.QuartMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/ChairMat.ChairMat","0","24","24","1","16.600985","0","0"
"/Game/Assets/Textures/ItemMats/PrepMat.PrepMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/PlateMat.PlateMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/CarrotMat.CarrotMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/First_aid_map_Mat.First_aid_map_Mat","0","48","48","1","28.787420","0","0"
"/Game/Assets/Textures/Take_out_bag_Mat.Take_out_bag_Mat","0","15","15","1","8.190839","0","0"
"/Game/Assets/Textures/ItemMats/CuttingBoard.CuttingBoard","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/Material.Material","0","24","24","1","13.631311","0","0"
"/Game/Assets/3DModels/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/Assets/FBXs/ChickenBreast/Material.Material","0","39","39","1","18.759703","0","0"
"/Game/Assets/Textures/ItemMats/ChickenMat.ChickenMat","0","0","48","1","0.000000","0","0"
"/Game/Assets/FBXs/Diner2/lambert2.lambert2","0","39","39","1","17.839165","0","0"
"/Game/Assets/3DModels/FrenchAssets/phong1.phong1","0","15","15","1","6.695477","0","0"
"/Game/Assets/3DModels/FrenchAssets/lambert1.lambert1","0","15","15","1","7.361123","0","0"
"/Engine/EditorMaterials/PersonaSky.PersonaSky","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/PersonaFloorMat.PersonaFloorMat","0","0","24","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Assets/FBXs/Tofu/Material.Material","0","39","39","1","16.844084","0","0"
"/Game/Assets/FBXs/Octopus/Material_003.Material_003","0","39","39","1","16.594492","0","0"
"/Game/Assets/FBXs/Octopus/Material_002.Material_002","0","39","39","1","17.760986","0","0"
"/Game/Assets/Textures/trolleycart_Mat.trolleycart_Mat","0","24","24","1","14.370093","0","0"
"/Game/Assets/Textures/Sushi_chair_Mat.Sushi_chair_Mat","0","24","24","1","13.865531","0","0"
"/Game/Assets/Textures/Booth_chair_Mat.Booth_chair_Mat","0","24","24","1","14.252106","0","0"
"/Game/Assets/Textures/Two_door_freezer_map_Mat.Two_door_freezer_map_Mat","0","24","24","1","15.126286","0","0"
"/Game/Assets/3DModels/pCylinder1Mat.pCylinder1Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/chopsticks_Mat.chopsticks_Mat","0","15","15","1","9.114931","0","0"
"/Game/Assets/Textures/WallMats/RedWall.RedWall","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/WallMats/DoorMat.DoorMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/BowlMat.BowlMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/BananaMat.BananaMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/FBXs/Diner/DinerGuy3.DinerGuy3","0","39","39","1","19.674089","0","0"
"/Game/Assets/Textures/Fire_alarm_map_Mat.Fire_alarm_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/FBXs/Diner/DinerGuy2.DinerGuy2","0","39","39","1","17.742573","0","0"
"/Game/Assets/FBXs/Octopus/Material_001.Material_001","0","39","39","1","15.686642","0","0"
"/Game/Assets/Textures/ItemMats/ShroomMat.ShroomMat","0","15","15","1","8.859856","0","0"
"/Game/Assets/FBXs/Diner/DinerGuy1.DinerGuy1","0","39","39","1","20.197952","0","0"
"/Game/Assets/Textures/ItemMats/SalmonMat.SalmonMat","0","99","99","1","64.751381","0","0"
"/Game/Assets/FBXs/Salmon/Material.Material","0","39","39","1","22.218262","0","0"
"/Game/Assets/3DModels/lambert3.lambert3","0","15","15","1","9.288238","0","0"
"/Game/Assets/Textures/ItemMats/KeyboardMat.KeyboardMat","0","24","24","1","15.890149","0","0"
"/Game/Assets/Textures/ItemMats/CompMat.CompMat","0","24","24","1","16.374819","0","0"
"/Game/Assets/Textures/ItemMats/CarRed_Texture_Mat.CarRed_Texture_Mat","0","24","24","1","16.859692","0","0"
"/Game/Assets/Textures/cylinder_lighting_Mat.cylinder_lighting_Mat","0","15","15","1","6.977991","0","0"
"/Game/Assets/Textures/WallMats/WhiteCeiling.WhiteCeiling","0","24","24","1","18.337980","0","0"
"/Game/Assets/Textures/WallMats/PinkWall_2.PinkWall_2","0","24","24","1","17.121361","0","0"
"/Game/Assets/Textures/WallMats/PinkWall.PinkWall","0","24","24","1","16.178312","0","0"
"/Game/Assets/Textures/WallMats/BlueFloor.BlueFloor","0","24","24","1","17.924702","0","0"
"/Game/Assets/Textures/ItemMats/WindowMat.WindowMat","0","43","43","1","35.114906","0","0"
"/Game/Assets/Textures/ItemMats/White_Basemap_Mat.White_Basemap_Mat","0","24","24","1","16.501074","0","0"
"/Game/Assets/Textures/ItemMats/TVStand_Texture_Mat.TVStand_Texture_Mat","0","24","24","1","16.605499","0","0"
"/Game/Assets/Textures/ItemMats/SidewalkMat.SidewalkMat","0","24","24","1","15.827710","0","0"
"/Game/Assets/Textures/ItemMats/Red_Basemap_Mat.Red_Basemap_Mat","0","24","24","1","16.338398","0","0"
"/Game/Assets/Textures/ItemMats/PanMat.PanMat","0","24","24","1","15.736814","0","0"
"/Game/Assets/Textures/ItemMats/Gold_basemap_Mat.Gold_basemap_Mat","0","24","24","1","15.380734","0","0"
"/Game/Assets/Textures/ItemMats/CatMat.CatMat","0","24","24","1","15.554317","0","0"
"/Game/Assets/Textures/ItemMats/CarTan_Texture_Mat.CarTan_Texture_Mat","0","24","24","1","15.554832","0","0"
"/Game/Assets/Textures/ItemMats/Brieftcase_Mat.Brieftcase_Mat","0","24","24","1","15.063046","0","0"
"/Game/Assets/Textures/Wood_fire_oven_Mat.Wood_fire_oven_Mat","0","15","15","1","6.365366","0","0"
"/Game/Assets/Textures/Twin_sink_map_Mat.Twin_sink_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/tepanyaki_table_Mat.tepanyaki_table_Mat","0","24","24","1","17.320007","0","0"
"/Game/Assets/Textures/sushi_Pink_Mat.sushi_Pink_Mat","0","24","24","1","16.637026","0","0"
"/Game/Assets/Textures/sushi_orange_Mat.sushi_orange_Mat","0","24","24","1","17.047136","0","0"
"/Game/Assets/Textures/Sushi_display_Mat.Sushi_display_Mat","0","24","24","1","16.619448","0","0"
"/Game/Assets/Textures/Smoke_stack_Mat.Smoke_stack_Mat","0","15","15","1","8.530988","0","0"
"/Game/Assets/Textures/Smoke_dect_map_Mat.Smoke_dect_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/Screen_Mat.Screen_Mat","0","24","24","1","16.413828","0","0"
"/Game/Assets/Textures/Sauce_bottle_white_Mat.Sauce_bottle_white_Mat","0","15","15","1","10.134680","0","0"
"/Game/Assets/Textures/Sauce_bottle_Red_Mat.Sauce_bottle_Red_Mat","0","15","15","1","9.446018","0","0"
"/Game/Assets/Textures/Reception_desk_Mat.Reception_desk_Mat","0","24","24","1","16.605158","0","0"
"/Game/Assets/Textures/Prep_station_map_Mat.Prep_station_map_Mat","0","24","24","1","16.941589","0","0"
"/Game/Assets/Textures/Pizza_spatula_Mat.Pizza_spatula_Mat","0","15","15","1","8.414258","0","0"
"/Game/Assets/Textures/Menu_book_Mat.Menu_book_Mat","0","24","24","1","16.590054","0","0"
"/Game/Assets/Textures/Drawer_Mat.Drawer_Mat","0","24","24","1","17.320932","0","0"
"/Game/Assets/Textures/Couch_Mat.Couch_Mat","0","15","15","1","8.917621","0","0"
"/Game/Assets/Textures/Chandelier_Mat.Chandelier_Mat","0","15","15","1","9.348932","0","0"
"/Game/Assets/Textures/candle_Mat.candle_Mat","0","15","15","1","9.292315","0","0"
"/Game/Assets/Textures/Cabinet_Mat.Cabinet_Mat","0","15","15","1","8.310489","0","0"
"/Game/Assets/Textures/Arm_chair_Mat.Arm_chair_Mat","0","15","15","1","8.218906","0","0"
"/Game/Assets/FBXs/Server/ServerMat.ServerMat","0","39","39","1","24.260710","0","0"
"/Game/Assets/FBXs/Diner/DinerGuy4.DinerGuy4","0","39","39","1","23.368757","0","0"
"/Game/Assets/FBXs/SushiChef/lambert2.lambert2","0","39","39","1","22.953253","0","0"
"/Game/Assets/FBXs/DinerLady2/lambert1.lambert1","0","39","39","1","23.118689","0","0"
"/Game/Assets/3DModels/pCube3Mat.pCube3Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube2Mat.pCube2Mat","0","15","15","1","9.264110","0","0"
"/Game/Assets/3DModels/Flower_Color.Flower_Color","0","24","24","1","16.833179","0","0"
"/Game/Assets/3DModels/Flower_Base.Flower_Base","0","24","24","1","16.627871","0","0"
"/Game/Assets/3DModels/phong1.phong1","0","24","24","1","16.094931","0","0"
"/Game/Assets/FBXs/FrenchChef/lambert1.lambert1","0","39","39","1","17.511843","0","0"
"/Game/Assets/FBXs/ChiliPepper/phong3SG_2.phong3SG_2","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/phong3SG.phong3SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/phong2SG.phong2SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/pCube1Mat.pCube1Mat","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/initialShadingGroup.initialShadingGroup","0","0","39","1","0.000000","0","0"
"/Game/Assets/3DModels/FrenchAssets/phong2.phong2","0","15","15","1","9.829885","0","0"
"/Game/Assets/3DModels/FrenchAssets/lambert3.lambert3","0","15","15","1","9.619621","0","0"
"/Game/Assets/3DModels/FrenchAssets/lambert5.lambert5","0","15","15","1","8.211019","0","0"
"/Game/Assets/3DModels/FrenchAssets/lambert2.lambert2","0","15","15","1","8.801652","0","0"
"/Game/Assets/3DModels/defaultMat.defaultMat","0","15","15","1","6.306032","0","0"
"/Game/Assets/3DModels/textureEditorIsolateSelectSet_pCylinder5Mat.textureEditorIsolateSelectSet_pCylinder5Mat","0","15","15","1","5.869480","0","0"
"/Game/Assets/3DModels/pSphere2Mat.pSphere2Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCylinder2Mat.pCylinder2Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube6Mat.pCube6Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/lambert4.lambert4","0","15","15","1","6.314885","0","0"
