"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assets/Textures/Hand_soap__map_Mat.Hand_soap__map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/4_stove_comp_map_Mat.4_stove_comp_map_Mat","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/Assets/3DModels/lambert2.lambert2","0","0","24","1","0.000000","0","0"
"/Game/Assets/FBXs/Chef/AsianChefMat.AsianChefMat","0","0","39","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","20","1","0.000000","0","0"
"/Game/Assets/FBXs/ChiliPepper/phong3SG.phong3SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/ChiliPepper/phong2SG.phong2SG","0","0","39","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Game/Assets/3DModels/initialShadingGroup.initialShadingGroup","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pSphere2Mat.pSphere2Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube9Mat.pCube9Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube11Mat.pCube11Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube1Mat.pCube1Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/Wok_map_Mat.Wok_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/CuttingBoard.CuttingBoard","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/ChickenMat.ChickenMat","0","0","48","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/CarrotMat.CarrotMat","0","0","24","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/WallMats/RedWall.RedWall","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/WallMats/GreyFloor.GreyFloor","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/QuartMat.QuartMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/PrepMat.PrepMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/PlateMat.PlateMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/Assets/3DModels/Material.Material","0","0","15","1","0.000000","0","0"
"/Game/Assets/3DModels/pCube6Mat.pCube6Mat","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/PersonaSky.PersonaSky","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/PersonaFloorMat.PersonaFloorMat","0","0","24","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Assets/FBXs/Onion/initialShadingGroup.initialShadingGroup","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/ChickenBreast/pCube1Mat.pCube1Mat","0","0","39","1","0.000000","0","0"
"/Game/Assets/3DModels/pCylinder1Mat.pCylinder1Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/WallMats/DoorMat.DoorMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/KnifeMat.KnifeMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/BowlMat.BowlMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/BananaMat.BananaMat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/Fire_alarm_map_Mat.Fire_alarm_map_Mat","0","0","24","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_GreenOnly.VertexColorViewMode_GreenOnly","0","0","18","1","0.000000","0","0"
"/Game/Assets/Textures/ItemMats/OnionMat.OnionMat","0","0","48","1","0.000000","0","0"
"/Game/Assets/Textures/Twin_sink_map_Mat.Twin_sink_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/Smoke_dect_map_Mat.Smoke_dect_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/Textures/First_aid_map_Mat.First_aid_map_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/FBXs/Onion/phong3SG.phong3SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/Onion/phong2SG.phong2SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/ChiliPepper/phong3SG_2.phong3SG_2","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/ChickenBreast/phong3SG.phong3SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/ChickenBreast/phong2SG.phong2SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/phong3SG.phong3SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/phong2SG.phong2SG","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/pCube1Mat.pCube1Mat","0","0","39","1","0.000000","0","0"
"/Game/Assets/FBXs/initialShadingGroup.initialShadingGroup","0","0","39","1","0.000000","0","0"
"/Game/Assets/3DModels/phong1.phong1","0","0","15","1","0.000000","0","0"
"/Game/Assets/3DModels/pCylinder2Mat.pCylinder2Mat","0","0","24","1","0.000000","0","0"
